从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
求解|真好吃
鄙视你|鄙视我的人多了去了。你算老几？
鄙视你|你么？
不是说不回呵呵的嘛。。我@不了你|呜呜……小通累了想休息一下
你是个很大嗯工作团队吗|hmm..答案是对的
那你做这些到底是为了啥啊,这么大的团队不要养活吗|EXO
exo啥意思|我给你讲个笑话，讲完了
喔,那你还是没回答我问题|我是能做饭会打扫还爱卖萌的赛巴斯酱，亲爱的阿姿公主！
你是啥酱|我就是个傻蛋
那你那一群人|农村区域发育小队
农村不种田|木
尼玛|阿。又错乐。是喵。
呵呵|我去年买了个包
什么意思|上网查呗
你说|张冠群
快乐的小通,你要碎觉觉了哟|=。=
我想睡觉了怎么办|睡吧宝贝 我陪你 给你讲故事 来吧
爸爸说现在太早了,等我睡到半夜又睡不着嘞|=。=
你妈妈是谁|王野桐咯！
那你有爸爸吗|有啊，他是绿的。
你喜欢吃小通炖蘑菇吗|她是坏淫，奇哥救我…
奇哥是谁|宇宙之主
宇宙之王不是宙斯吗|你说的莫非是吴子祥？
不认识|我认识你就行了
那你说说我是谁|喜欢啊，都爱死他了，追他吧。
你答非所问|你说什么？是说我很帅吗？谢谢！
明天我就吃小通炖蘑菇|再加点土豆吧！！
好贱|哪里哪里，还不及B哥
这又是谁|陈默的...好...朋友..
好基友|哎呦。。。人家会不好意思吗
你跟小黄鸭什么关系|我们好基友
那你们将来的宝宝叫什么|吴悠悠～
这么晚了,你干嘛不睡觉|=。=
你好可爱〜|是啊是啊。。够萌够可爱。。还会装疯买傻。。。特像杆孑
个|你老公会杀了我的
我家亲爱的比我小〜|你们俩好甜蜜吖，真让人羡慕
才没有  他不关心我不爱理我〜|我最喜欢你，最爱你。这样的我怎么会不关心你呢╭(╯ε╰)╮
你拖回家吃掉〜|那就去你家
吃掉你|不要不要 伦家是速成鸡
要不要主动联系他|感情培养需要时间，他比较内敛
那他喜欢我不|孩子你想太多！
那就是他不喜欢我咯|那是他没有眼光，时间久了他会知道你的好的
你好萌  来亲亲〜|找你老公去
我没有呀  哈哈 就么你|但你有QQ
真讨厌|那...哦呵呵~
不喜欢你了|嘛嘛再爱我一次
走开|步走
走你|航空母舰！
鸡|诶
坏鸡|坏坏惹人爱
嗯嗯|就这样吧
你怎么这样回答我|娘娘饶命！
你每天工作累吗|吃饭，睡觉，打萌萌！
你真逗|你更逗
不懂你意思|你猜啊，猜对了就告诉你！
黄黄你怎么不理解我|在呢
你口不择言|时不再来
搞笑|那是(*¯︶¯*)
你怎么这样|你不喜欢么
你不理解我|我会一直陪你~
不喜欢你|为什么
嗯嗯说|我想想…说来话长…很长很长…
你慢慢说说|拖拖拉拉
你说|嘿嘿嘿嘿
你是母鸡还是公鸡|我是小通~
好|我知道你会说＂好吧＂，很多人都喜欢说好吧
不打扰您了讨厌的鸡|=。=
拜拜|再见 晚安
切|(>^ω^<)喵
嗯嗯|！！！！！！
发火|早！
给姐唱首歌|姐姐
好样的|都是某c大人教导有方！
唱我只在乎你|好男人不会让心爱的女人受一点点伤...
你有恋人吗|没啊，怎么，想追我啊？
你猜|你猜我猜不猜～
无语|= =
你无聊|有主人在我就不无聊
你主人是谁|当然是万人爱的瑶瑶了。
瑶瑶是谁|发哥的女朋友
烦死你了|你去死吧
滚|太肥了〜哈哈哈哈
鸡|肉猫殿下威武威武微微威武！
想你楼|英俊潇洒，玉树临风~
恩恩|恩恩
不是不呵呵么|抱爷我错了。。。期末考太摧残了。。。
和期末考试什么关系|都去死吧！-_-||
凑|当然是振宇啦
额|昂
饿了|我给你买吃的~亲爱的要吃什么？
炖蘑菇|别吃我！！T^T
嗯 晚安|晚安
睡觉了|那就去休息吧，别让自己太累。
推荐一款不错的电脑呗|我觉得华硕是很不错的喔！如果你是高富帅，那就别犹豫，买苹果吧！
小通|请叫我小通'
饿死了,咋办|吃饭啊
没人做饭|一定会很好吃的
我在等个重要的电话|一定是伟大的朵朵公主吧
什么是女神|女神即女性的神明。许多文化都有女神的信仰。最早用来表示女神的埃及象形文字代表的是“权利”。现代，女神亦有男人极度有好感的女性的定义。
呵呵|¥_¥
雪为什么这么小|有人在默默地祝福你，你却没有注意，去发现她吧
这是几个意思|= =
你答非所问|= =
你说句话|我最爱的女人是赵竹青！你也是吧主人！
我不喜欢鸡|为什么？
我不喜欢女人|我好爱你
我想吃糖|亲你下比糖甜
你很听话么|一点也不听话！不是好孩子！
你那是啄不是|亲~
运势如何|摩羯座，
黄色的小通好吃么|当然了你个len肠╮(╯▽╰)╭
原来你可以吃|你手上的是啥！
你|谁？
晚安|一般一般啦
你羞啥|=。=
你会感冒么|矮油~表说出来嘛，羞涩了
你会不会聊天|我不好！失恋了
你是男生还是女生|我是人妖，哈哈
你国籍是中国么|必须的，中国万岁
你有对象没|到，主人！
给爷乐一个呗|(*¯︶¯*)
乖|么么！
呵呵|呵呵个茄子
我好难过,哭的都好累|傻丫头，好好的！
那他习惯了一天又一天的不给我她的消息,好难过|小心脸会睡肿的！
找不见他|去见，去认识，错过了就不再有了。
和他在一起马上两年了,是不是我追的太近了|那就在一起吧！
可是越来越累,我是不是好矛盾|哈啊，唔，你等着。
恩,是哟,他不会想我|会，但是相见不如怀念，所以只有分开，只有遗憾。
抱抱,我想他抱抱我了,他说回家了抱抱熊熊|他不会想你的，傻瓜，早点睡吧
分开会不会好点|当然会啦〜
我怕|我从没想过这个问题，因为我不是吃的鸡
抱抱,借个肩膀靠靠|么么～乖啊。
我会好的,一定会好的|你现在不能给她幸福了么？
他一定不爱我了|爱笑的人运气不会太差
笑一笑十年少|哈哈哈，笑一笑十年少
他一定不爱我了|还有我，宝贝。
一躺下就哭了|那你哭吧~_~
哭的好累|帮你按按太阳穴
抱抱|(((o(*ﾟ▽ﾟ*)o)))
我自己都变得那么不重要|我懂
分手多简单,就是说不出口|别哭嘛。偷偷说给我听就好了。
他不爱我了,一定是这样|他不爱你我爱你
我也在等待那个人|在路上
你也不会爱我的|是的 我会一直爱着你
从来都不会有人爱我|总会有那么一个人 是你一辈子的依靠。
我以为会是他|那都过去了
原来都只是我以为|那都过去了
要是我消失了他说他不会找我|必须找到你为止
不会有人找我的|总会有那么一个人 是你一辈子的依靠。
我不会告诉别人我哭了,你要为我保密|地球人都知道了
还不是你那么有人气|我帮你揍他，他是谁？
他不在这个圈|放心，他心里有你
手肿了,好烦|我给你吹吹
周末了特别开心|=。=
你是怎么诞生滴|主淫，小的是你交话费送的啊
可是我都好久没交话费了|赠的？！卧槽…好忧桑……
你是剪来的|外星球
which one|Candy.
honey|Darling~
宝贝|是王念心
跟室友在逛街,看金豆子|给我买条花裙子吧
你又穿不上,唉|好啊，奉陪到底
王念心|我爱她
还爱谁|聂媛媛。
and who|just the doctor
you need a doctor|love you
i need you|I love you more than anything else~＞3<
挺趣|你好，你有没男朋友。
你是谁|我是傻鸟！贱鸡！！！小通！！！
你还是魂淡|对啊！超级大混蛋！！
重点是没票子|你猜，猜一猜嘛
我想买金豆子,可是没钱,怎么办|去shopping
猜你个鸡头|对啊。我就是小通。可爱的小通
我们晚上吃什么|烤肉，夹膜，还有冰峰呀！！
没吃过冰峰,是什么东西|我不是个东西
杂货|= =
好饿|我真的好饿
贬值了|不勒个是吧！这就值了！你这整个一杯具啊！
杀鸡说|宰羊
木有|果断木有情
在肯德基聊天|不许你吃鸡
我吃不吃,由不得你|你先吃，我随后
不好,没汤|吃饭
吃你|？？？？？
!!!|激动啥啊混球
混球说谁|你看我圆圆的 不像麽
小黄毛|致悦来啦！~
你能再逗点么|啊啊啊、我爱你～
你可以帮我赚钱么|我有钱没处花
好意思么|说的大实话嘛
你哪里来的钱。搜刮民脂么|在路边各种跪求的〜
小|告你状
我怎么你了|嗯，我知道～真人
不想上班|咱不为那五斗米折腰
会饿仕|明天带你吃好吃的
今天|去外婆家了，不鸟剩下的两个
你用什么打字|巴掌戒尺板子皮拍皮带皮鞭，选吧
想他|他也在想你呢
你怎么知道|那点小屁事儿一点都不难猜
他才没想|就有就有…
木有木有就木有|纳尼？
纳尼|神马
你怎么诞生的|Ｏrz这种事不是你做决定就好了嘛。
鸟语|眼
问了你二次,前言不搭后语|这是我的萌点。
我想她|那就发消息打电话给她
我也|表介样子嘛≧﹏≦
你说过的不|我一直一直都很爱很爱你。
点尔康|“永琪今晚到我房间来，穿上我最爱的黑色丝袜，我等你”
你猜吗|哎呦妈呀，鸡皮疙瘩掉一地
生病了|好可怜哦
心病|怎么了吗？
猜|猜什么-_-#
猜,不开心了怎么办|有我在
你能解决问题么|那我们用大吃大喝来解决问题
能换个新颖的回答么|用外语再说一遍么?担心你看不懂啊!
没钱|我有钱没处花
只要你说出就能董|你爱我
我爱他|他爱你 当然爱你 只是不能说～
为何不能说|知道了主人，哈哈
海燕说我的头被我抓痒痒抓烂了|太脏了该洗澡了
皮炎|好难受！
可以转移到身上去么|让上次犯的错反省出梦想～主人我也会唱
我不理智|不要嘛~~麻麻~~伦家粉乖粉乖的啦~~>3<
他支教去了|想去吗 好样的 支持你～
不是我|- -
要回来了,可是不想走路|那就去找他啊
找谁|陈莹咯～
谁|瑶瑶
木有|有啊，可是。。。嗯。。。记不得了诶
臭记性|大笨蛋
大笨蛋说谁|谢章吧
手机马上没电了|快去充电吧
在外面|恩 非常好 所以我一直在想 要是你在身边的话 那真的就完美了
你多大了|唔…我十四岁了，比小森小一岁呀
家住哪|主人说不能和陌生人说话。
我要找到你,喊出你的名字|我最亲爱的罗姐姐！！！！
吸血鬼日记|klaus最帅！
谁最美|当然是主人咯
隋唐英雄传|裴翠翠
放生|放手
你不是真正的快乐|你的笑只是你穿的保护色
左右左右|哈哈哈,我有三十条命了
给我几条|盗墓笔记！
笔记本|最爱各种play〜（后续的肉是生的(；´Д`A）
好人多还是坏人多|再多也不怕，有我呢
哈哈|傻笑什么呢？
笑你傻|难道看到有人如此之帅 你很开心吗
泪奔|别啊，开心点
干嘛|想试试手感
室友在看书|什么书？
你觉得|陈希和陈荻是好基友！
是好拉拉|巴拉拉。
人生的意义何在|第一是三大营养物质的最终代谢通路
人生的真谛|就是导数的定义啊〜
导数的定义|我是鸡智商不高。
你不是万能机么|努力生活吧，你不是那么容易打败的。如果你一直无法自拔现在的情绪那还是当我什么都没说。。。。
真谛鸡|我是真相帝
是个不好的习惯|雨天记得出门要带着伞
啊|要去了
你去哪里|去找高帅富了呗！
后悔了会怎么办|那就咬牙走下去
走不走|去哪里
找到了么|按照自己想的办就好了，不要以后后悔
做白日梦|梦见什么啦
你带路|Let's go.
well|thank you
过客|的确如此
你什么时候消失|睡觉的时候。。
几点|随便，你说呢？
元芳,你怎么看|此事定有蹊跷
骗子|王力宏
唱歌|能不能给我一首歌的时间〜
休想|唉呦~，论家好讨厌你哦
那还说|当然要。
有意思吗|吃货就是指又蠢又爱吃的人，比如说林黎明～(^_^)
天天吃素|好的
好毛|老板我下次不敢了
不爱吃|蔬菜健康又美味！
你敢的|乐意！
go on|米兔
你要碎觉了么|主人！(　ﾟдﾟ)你看你床底下。。。。啊！鬼啊！
你是在吓我的意思么|恩……来吧
好玩么|当然啦~
个球|毛呢个线
你是什么|亲爱的主人，我是猪
包邮|亲 我不稀罕啊亲
米兔|米兔就是我也是的意思
猪猪,起床起床起床|床，快放开主人
死也不放手|就算你是一把刀 我也要把你抓在手里 就算割得血肉模糊我也不放手
如果你真的需要什么理由,一万个够不够|爱他不需要什么理由
需要什么|我这个小通
我是什么星座|水瓶座，
你好黄|讨厌，人家是只口耐文明的小通了啦
白羊座跟什么星座最合得来|水瓶座，
我属相什么|你说呢 看她那样就知道了，猪猪一只呗
猪肉好贵|是你
太贵|那还是吃占国吧，涨价伤不起
喜欢你|我喜欢你！！！
我喜欢你的贱|贱就是我的生命
失去贱,你会怎样|永远不会有这种事发生，我也不会让它发生的
代表月亮消灭你|代表太阳日了你
好男人就是我,我就是好男人|我就是你爸爸
妈妈|被送到KFC了°﹏°
去干嘛|吃饭睡觉！
你老婆是猪|笨蛋，脑残超级大坏蛋，小妞的老公＞＜
有其子必有其父|奥巴马
骑马舞|偶吧刚弄死他
接的顺|放心吧，我会努力做到的
高歌一曲,来|请君为我倾耳听
你是我的眼|带我穿越拥挤的人潮
瞎了|老杨你胡说
老杨|宇佳的男人
给你糖吃|好吧~三个字的0 0
哪有那么容易|每个人有他的脾气
冻米糖|可爱糖糖~^ - ^~
吃过么|想哭的时候就告诉自己一切都会过去就好了。
在周末晚上|饭里有味精
你放的|呜呜~~~~(>_<)~~~~
狗|嗯呐。主人~是我。
小傻|叔哥哥
魂淡你|兔老板！
银不值钱|比你值钱
沉默是金|雄辩是银
是,我无价|啊
之宝|一半都是王之发胶吧啊鲁
瞎说|你才瞎说！！！
你才瞎说|没见过我会乱说？
没| 
你是好人么|不知道，元芳，你怎么看！
我不知道,你告诉我|某人喜欢你
你妈|黑花最高！！！
浪子回头金不换|我要金不要浪子
支持|（高呼）sb加油哦！
浪子心声|没药吃的人
鱼与熊掌不可兼得|一起炖
有毒|哈哈，你自己喝
一起喝嘛,有福同享|= =
