从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
中央军的突围信号和燕军的什么信号刚好一样?|进攻信号
除了1928年至1949年期间的国民政府外，中国的首都从永乐元年之后，都是位于何处?|北京
哪一种颜色是一般的珍珠的颜色?|白色
潮州市隶属于哪一个国家所管辖?|中华人民共和国
历史上潮州市是粤东的经济、政治，还有哪一层面的中心?|文化
潮州市的主要地貌是?|山区
「深蓝渔业」的发展重点有二，一项是远洋渔业发展，另一项是?|加快深水网箱产业园区建设
「一州两书院，他郡所无」指的是哪一个朝代的潮州?|宋代
「讲书堂」是由哪一个国家的传教士所建造的?|美国
外方传教会传教士在哪一年接到命令，前往潮州进行传教事务?|1850年
吉木乃县在哪一个事件之后设县佐?|辛亥革命
草签法兰克福条约是在一年签署的?|1871年
1871年的时候，当时的欧陆第一大国是哪一个国家?|德国
匹兹堡在当时成为重要的水陆交通枢纽，和两个设施有关，一个是铁路，另一个是?|宾夕法尼亚运河
匹兹堡高技术企业发展起来的原因和两所本地的大学有关，一所是匹兹堡大学，另一所是?|卡内基梅隆大学
现代瑞士近卫队如果要进行步枪训练时，会穿什么颜色的制服?|浅蓝色
网约车营运多少年之后必须退役?|八年
哪一个球队取得了当时非洲球队历年最好的成绩?|喀麦隆队
百灵庙大捷发生于哪一年?|1935年
目前的俄罗斯总统是谁?|普京
香港《大纪元》位于荃湾的印刷厂于何年发生有人闯入并毁坏印刷机的事件?|2006年
阿斯顿维拉足球俱乐成立于哪一年?|1874年
维拉在2016年的时候，整季联赛总共只得了几分?|17分
世界摔角娱乐的节目主要目的是?|娱乐
巴迪·罗渣士在哪一年的时候，输掉了WWWF世界重量级冠军?|1963年
世界冠军摔角在哪一年被出售?|1999年
许多世界摔角娱乐的选手，都有使用哪一种药物?|类固醇
「车轮上的轻轨」指的是哪一个地区的公车捷运系统?|拉丁美洲
安地斯山位于哪里?|南美洲
19世纪末的时候，古巴地区是被哪一个国家所统治?|西班牙
岳潘是被何人杀死的?|杨再兴
日本在哪一年之后采取软硬兼施的治台政策?|1898年
台湾人在哪一年获得了与日本人相同的参政权?|1945年
中华民国在哪一年开始统治台湾?|1945年
蒋经国推动十大建设的目的为何?|稳定经济发展
中华民国政府在哪一年与美国断交?|1979年
台湾在夏季和秋季期间常常会有哪一种天灾?|台风
北回归线经过台湾的两个县，一个是花莲县，另一个是?|嘉义县
最早的9个国家公园是在哪一年开始设置的?|1982年
南部科学工业园区在哪一年成立?|1995年
台东长滨文化属于哪一个时代的文化?|旧石器时代
轨道轻便台车源自哪一个时代?|日本治理时代
台北的捷运路线网是由多少条路线组成的?|五条
台湾第一条轻轨运输系统在哪一年正式营运?|2015年
台汽在哪一年更名为国光汽车客运?|2001年
中华民国的行政院长是由谁任命的?|总统
台湾的华人是在哪一个世纪从中国大陆迁入的?|17世纪
台湾丧葬主要受到三种概念的影响，除了儒学、道教，还有一种是?|佛教
早期西方文化影响台湾的方式是传教还有甚么?|殖民
风中的早晨属于哪一种类的歌曲?|民歌
二战后闽南语电影的主题多半是?|民间故事
三家电视公司开创了老三台时代，除了台湾电视公司、中华电视公司，还有哪一间电视公司?|中国电视公司
大学指考通常哪一个月份举行?|7月
《台海使槎录》一书的作者哪一个朝代的人?|清朝
台北暗杀星在哪一年夺得英雄联盟S2大赛世界冠军?|2012年
奇异鸟能不能飞?|不能
猛禽在哪个地区被视为高贵身份的象征?|阿拉伯世界
美国国家环境保护局的成立宗旨有两项，一项是保护人类健康不受环境危害影响，另一项是?|负责维护自然环境
国际官方旅游宣传组织联盟于何年成立?|1934年
本初子午线经过哪一个城市?|伦敦
世界上第一台蒸汽机可以追溯至哪一个世纪?|1世纪
巴尔的摩位于美国的哪一个州?|马里兰州
北京地质学院博物馆后来演变成哪一个博物馆?|中国地质大学逸夫博物馆
目前中国内地高校规模最大的博物馆在哪一年的时候正式对外开放?|2005年
柯林顿和高尔的年轻特质对于选民来说代表著什么意义?|新民主党的转型
美国资讯高速公路法案是谁提出的?|高尔
2000年的美国大选中，在总得票中谁获胜?|高尔
狄拉克奖章是由哪一个组织负责颁发的?|英国物理学会
「吸收和放出辐射的量子理论」的作者是谁?|狄拉克
狄拉克在哪一年的时候被选为圣约翰学院院士?|1927年
第一个使用量子电动力学这个名词的人是谁?|狄拉克
入侵物种指的是威胁到当地甚么特性的生物?|生物多样性
哪一个地区是旱雀麦的原产地?|欧亚大陆
科学史是结合两种史学的历史研究方法，一种是社会史，另一种是?|思想史
克卜勒的光学概念源自哪一概念?|几何概念
最早的政治研究可以追溯至哪一个文明?|古希腊
大马士革钢的基础是哪一种钢铁?|伍兹钢
台北县在哪一年升格为新北市?|2010年
南千岛群岛上的原住民被称为甚么?|阿伊努人
《日俄和亲通好条约》于何年签订?|1855年
对日最后通牒式公告是以三个国家名义发布，除了美国、中国，还有哪一个国家?|英国
「它们是无数苏联军人用鲜血换来的战利品，谁也无权把它们夺走。」此处的它们指的是甚么?|北方四岛
俄罗斯总统梅德韦杰夫在哪一年的时候登上了国后岛?|2010年
梅斯·提提阿努斯在哪一个世纪带领这自己的商队穿过丝绸之路抵达石塔?|公元前二世纪
「唐努－图瓦人民共和国」是由哪一个政党成立的?|布尔什维克党
copyleft授权条款主要是在促进甚么理念?|创作自由
果实指的是被子植物的甚么器官?|生殖器官
番茄在哪一种定义中，不被视水果?|植物学的定义
覆盆子属于植物分类中的哪一科?|蔷薇科
崇礼区距离天津有多远?|340公里
阿拉伯联合大公国是由多少个酋长国组成的?|七个
杜拜在哪一年代积极发展贸易?|80年代
改革法案危机发生于何年?|1832年
下议院在哪一个世纪之后，逐渐成为国会中较有影响力的一院?|19世纪
2005年英国大选时，哪一个政党主张设置8%民选的第二院?|保守党
三个部分组成了国会，除了上议院、下议院，还有哪一个部分?|国王
帅都督是在哪一个朝代之后增设的?|北周
俄罗斯的第8个联邦管区于何年正式成立?|2010年
北高加索信奉基督教是受到哪一个地区影响?|拜占庭
目前原油产量第三名的国家是?|俄罗斯
原货运仓库在1961年的时候，改造成行李仓库还有甚么设施?|候车室
上海站在哪一年成为1号线起讫点站?|1995年
上海长途客运总站在哪一年正式开始运营?|2005年
喀山位于两条河川的交汇处，一条是卡赞卡河，另一条是?|伏尔加河
新成立的俄罗斯沙皇国在谁称帝之后四处扩张?|伊凡四世
喀山圣母像于何年被发现?|1579年
喀山在苏德战争时期主要生产飞机还有甚么?|坦克
普通高等学校招生全国统一考试是哪一国的全国性考试之一?|中华人民共和国
中华人民共和国的统一高考制度在哪一年的时候正式设立?|1952年
根据什么理论，一部具有最基本功能的电脑，应当能够完成任何其它电脑能做的事情?|图灵机理论
香港经济从1960年之后开始脱离何处?|东南亚国家
菲律宾的富豪因为菲律宾政府的掠夺，导致他们移民至哪里?|香港
培侨中学位于香港的哪一个区域?|北角半山
哪一个地方主要的居民为逃港者?|柴湾
香港目前的人口中，以哪一个原籍人口最多?|广东人
勿当拿道因为大量的广府人聚居而改名为甚么?|广东道
哪一个民族被视为清朝的中国特权份子?|满族
香港正宗的「小上海」指的是砵兰街和哪一条街?|上海街
目前福建社团联会的总部位于何处?|北角
大批上海人在1949年移居香港地原因是?|上海政权易手
香港在哪一年首次招收山东籍警员?|1922年
路易十四于何年正式制定科学院章程?|1699年
巴黎天文台于何年完工?|1672年
「巴黎皇家科学院」这个名称是哪一位法国国王颁授的?|路易十四
卡尔可夫隶属于哪一个国家所管辖?|乌克兰
数百名乌克兰作家，知识分子和文化工作者在哪一年的时候，被逮捕和处决?|1934年
中华民国政府在大陈岛撤退时，有哪一个国家的舰队帮忙护航?|美国
蒋公感恩堂位于台湾的哪一个县市?|高雄市
哪一个政府单位表示光是德克萨斯州和南达科他州两州的风能密度就足以供应全美国的用电量?|美国能源部
Gorlov风机属于哪一种风力发电机?|垂直轴风力发电机
新四军是由哪一个组织领导的?|中共
当时大约多少的冀鲁豫野战军攻入大别山区?|12万
中华民国于何年废除宁夏省?|1954年
宁夏在哪一朝代时属于甘肃省的一部分?|清代
中华民国总共统治宁夏省多久?|20年
罗亚尔-大西洋省是在哪一年设置的?|1790年
豌豆的茎叶有什么用途?|牲畜饲料
「心即是理」的概念是谁最先提出的?|陆九渊
「金山一点大如拳，打破维扬水底天。醉倚妙高台上月，玉箫吹彻洞龙眠。」这首诗的主题是甚么建筑?|金山寺
《象祠记》的作者是谁?|王阳明
王守仁在哪一年被升官为鸿胪寺卿?|正德九年
王守仁只花了多少天的时间就平定了宁王之乱?|三十五天
采用科幻作为题材的电影又被称为什么?|科幻电影
埃欧是被哪一个天文学家发现的?|伽利略
航海家1号在哪一年拍摄了埃欧的照片?|1979年
伽利略号太空飞行器的主要任务是?|研究伽利略卫星
埃欧的火山活动是因为甚么现象而产生的?|潮汐热
伽利略号在哪一年第一次观测到埃欧表面上的熔岩流活动?|1996年
波多隶属于哪一个国家所管辖?|葡萄牙
美国的立国者采用谁的想法于美国宪法中?|孟德斯鸠
《全国工业复兴法》被哪一个单位认定违宪?|最高法院
瑞士的联邦委员能不能兼任议员?|不能
国人民代表大会授权香港特别行政区四项权力，除了行政管理权、独立的司法权、终审权，还有哪一项权力?|立法权
《机械学原理》一书的作者是谁?|威利斯
生肖是中国及东亚地区的一些民族用来代表年份的几种动物?|十二
哲学最早可以追溯至哪一个时代?|亚里士多德时代
天文学家在哪一世纪试图预测天王星的轨道但是失败?|19世纪
费耶阿本德将科学视为甚么运动?|解放运动
结构和演化的研究是两种学者所探讨的主题，一种是人类学家，另一种是?|社会学家
何人最早支持用世界历史方法书写科学?|G·W·F·黑格尔
「Greedy reductionism」这个术语的功能是?|描述还原论是可能的假设
科学家在哪一年发现脱氧核糖核酸结构?|1953年
对医学知识如何生成有兴趣，而且还对这种现象的本质感兴趣。上述描述的可能是哪一种哲学家的特征?|医学哲学家
《实证主义哲学课程》的作者是谁?|孔德
勒内·笛卡尔提倡甚么主义?|理性主义
英语世界的哲学受到甚么运动的影响很深?|逻辑实证主义运动
